date,temperature_c,rainfall_mm
1998-03-22,14.889,5.415
1998-03-23,14.583,4.029
1998-03-24,14.264,4.356
1998-03-25,15.843,5.327
1998-03-26,15.704,0.0
1998-03-27,12.988,6.197
1998-03-28,17.735,0.0
1998-03-29,16.638,0.09
1998-03-30,18.696,0.0
1998-03-31,18.147,0.18
1998-04-01,21.804,18.845
1998-04-02,21.244,16.486
1998-04-03,19.861,6.242
1998-04-04,21.802,7.959
1998-04-05,18.974,3.721
1998-04-06,14.836,3.73
1998-04-07,16.511,1.391
1998-04-08,17.353,2.294
1998-04-09,18.092,0.0
1998-04-10,14.401,0.0
1998-04-11,13.763,0.0
1998-04-12,22.903,0.0
1998-04-13,19.573,0.0
1998-04-14,19.125,0.0
1998-04-15,19.195,0.0
1998-04-16,16.269,0.0
1998-04-17,17.058,0.0
1998-04-18,18.805,2.43
1998-04-19,19.636,3.845
1998-04-20,25.87,0.0
1998-04-21,23.143,2.136
1998-04-22,28.476,4.67
1998-04-23,23.074,0.247
1998-04-24,20.653,0.0
1998-04-25,19.604,0.0
1998-04-26,19.504,0.0
1998-04-27,19.872,1.71
1998-04-28,21.691,0.384
1998-04-29,14.083,0.22
1998-04-30,17.652,0.0
1998-05-01,19.209,5.679
1998-05-02,19.394,2.176
1998-05-03,23.808,1.564
1998-05-04,22.257,0.0
1998-05-05,21.138,1.886
1998-05-06,20.915,0.0
1998-05-07,20.018,0.0
1998-05-08,20.432,0.0
1998-05-09,20.212,0.172
1998-05-10,21.516,0.0
1998-05-11,15.519,0.0
1998-05-12,15.651,0.0
1998-05-13,18.383,0.429
1998-05-14,20.541,0.739
1998-05-15,23.704,0.0
1998-05-16,23.586,0.0
1998-05-17,20.846,0.0
1998-05-18,16.863,0.0
1998-05-19,16.239,0.0
1998-05-20,17.062,0.0
1998-05-21,18.982,0.0
1998-05-22,19.468,0.0
1998-05-23,18.867,0.0
1998-05-24,21.768,3.65
1998-05-25,23.995,1.88
1998-05-26,18.423,0.765
1998-05-27,18.083,0.0
1998-05-28,24.231,1.879
1998-05-29,27.559,6.37
1998-05-30,25.279,8.31
1998-05-31,25.755,3.577
1998-06-01,22.076,1.753
1998-06-02,21.373,3.001
1998-06-03,11.977,1.363
1998-06-04,15.556,5.046
1998-06-05,12.673,4.306
1998-06-06,13.394,0.884
1998-06-07,17.558,0.0
1998-06-08,22.537,0.0
1998-06-09,25.858,2.044
1998-06-10,26.462,1.821
1998-06-11,25.679,3.6
1998-06-12,25.988,2.844
1998-06-13,26.203,0.0
1998-06-14,27.0,0.0
1998-06-15,27.289,0.0
1998-06-16,28.15,0.0
1998-06-17,28.85,0.0
1998-06-18,25.13,0.0
1998-06-19,26.367,0.0
1998-06-20,27.474,0.613
1998-06-21,28.011,0.0
1998-06-22,25.179,3.405
1998-06-23,24.812,2.222
1998-06-24,26.077,0.703
1998-06-25,33.654,0.172
1998-06-26,33.54,3.114
1998-06-27,30.655,5.39
1998-06-28,34.111,1.704
1998-06-29,32.364,0.0
1998-06-30,34.181,0.0
1998-07-01,27.0,2.661
1998-07-02,31.802,3.01
1998-07-03,32.033,2.799
1998-07-04,31.529,1.454
1998-07-05,28.941,5.023
1998-07-06,29.017,1.762
1998-07-07,26.576,8.43
1998-07-08,26.876,7.022
1998-07-09,28.877,8.663
1998-07-10,27.19,4.439
1998-07-11,27.976,1.097
1998-07-12,29.777,1.088
1998-07-13,23.697,2.756
1998-07-14,25.436,3.644
1998-07-15,27.875,8.664
1998-07-16,27.993,4.588
1998-07-17,28.544,1.988
1998-07-18,27.775,0.143
1998-07-19,31.97,9.109
1998-07-20,28.268,6.85
1998-07-21,29.983,5.285
1998-07-22,25.976,2.279
1998-07-23,28.343,1.868
1998-07-24,29.04,0.058
1998-07-25,23.7,6.412
1998-07-26,22.753,0.8
1998-07-27,20.846,6.325
1998-07-28,25.75,2.149
1998-07-29,22.71,0.541
1998-07-30,25.901,0.619
1998-07-31,27.415,0.0
1998-08-01,30.661,0.0
1998-08-02,35.988,0.0
1998-08-03,34.656,0.0
1998-08-04,31.551,1.715
1998-08-05,30.025,0.0
1998-08-06,30.742,1.502
1998-08-07,31.077,0.0
1998-08-08,33.752,2.81
1998-08-09,29.277,0.0
1998-08-10,30.065,1.909
1998-08-11,26.362,0.0
1998-08-12,26.952,4.289
1998-08-13,26.229,1.744
1998-08-14,30.87,0.0
1998-08-15,28.639,0.0
1998-08-16,31.043,0.0
1998-08-17,28.285,0.24
1998-08-18,29.163,0.0
1998-08-19,28.751,2.305
1998-08-20,25.729,0.567
1998-08-21,25.888,3.523
1998-08-22,28.877,2.767
1998-08-23,32.409,0.0
1998-08-24,32.554,0.227
1998-08-25,28.015,1.045
1998-08-26,23.558,0.0
1998-08-27,25.648,3.554
1998-08-28,21.288,0.0
1998-08-29,18.434,0.0
1998-08-30,22.609,0.189
1998-08-31,26.118,2.12
1998-09-01,23.607,1.841
1998-09-02,22.724,1.865
1998-09-03,22.071,1.655
1998-09-04,22.714,0.0
1998-09-05,23.538,0.0
1998-09-06,21.94,0.703
1998-09-07,24.77,1.956
1998-09-08,25.692,1.093
1998-09-09,25.027,4.229
1998-09-10,25.406,3.114
1998-09-11,23.37,3.266
1998-09-12,25.356,13.612
1998-09-13,27.595,9.569
1998-09-14,24.833,3.176
1998-09-15,24.469,3.685
1998-09-16,24.855,18.061
1998-09-17,23.968,10.533
1998-09-18,21.598,5.649
1998-09-19,18.819,4.233
1998-09-20,17.868,3.569
1998-09-21,23.756,3.399
1998-09-22,20.576,3.654
1998-09-23,22.98,4.025
1998-09-24,20.851,1.797
1998-09-25,26.678,9.05
1998-09-26,26.217,7.806
1998-09-27,24.401,6.398
1998-09-28,24.068,0.0
1998-09-29,22.537,2.659
1998-09-30,19.616,3.477
1998-10-01,17.786,2.792
1998-10-02,22.173,6.248
1998-10-03,20.667,4.04
1998-10-04,17.654,2.203
1998-10-05,21.051,1.992
1998-10-06,25.403,0.0
1998-10-07,24.571,1.064
1998-10-08,25.125,0.0
1998-10-09,24.404,2.044
1998-10-10,22.43,4.685
1998-10-11,23.308,0.0
1998-10-12,21.02,0.692
1998-10-13,22.231,1.851
1998-10-14,21.304,1.427
1998-10-15,22.446,1.332
1998-10-16,22.256,1.637
1998-10-17,24.547,20.262
1998-10-18,20.373,10.161
1998-10-19,20.863,7.096
1998-10-20,17.023,10.535
1998-10-21,14.588,13.629
1998-10-22,16.641,0.0
1998-10-23,15.058,5.521
1998-10-24,16.243,13.511
1998-10-25,20.567,6.975
1998-10-26,20.361,7.273
1998-10-27,23.283,2.292
1998-10-28,20.797,4.144
1998-10-29,21.558,4.432
1998-10-30,17.285,10.921
1998-10-31,12.255,5.97
1998-11-01,13.19,3.47
1998-11-02,15.081,3.739
1998-11-03,18.898,4.275
1998-11-04,17.965,2.616
1998-11-05,17.28,0.0
1998-11-06,16.221,0.849
1998-11-07,16.153,3.051
1998-11-08,15.35,4.41
1998-11-09,8.69,2.972
1998-11-10,13.283,1.734
1998-11-11,17.969,4.932
1998-11-12,18.946,4.106
1998-11-13,19.214,3.178
1998-11-14,17.11,2.493
1998-11-15,19.728,3.143
1998-11-16,19.993,3.675
1998-11-17,19.94,4.403
1998-11-18,18.43,0.743
1998-11-19,25.477,0.0
1998-11-20,23.994,1.024
1998-11-21,18.93,4.187
1998-11-22,18.232,3.683
1998-11-23,15.23,1.25
1998-11-24,13.468,0.0
1998-11-25,10.73,3.449
1998-11-26,10.193,3.401
1998-11-27,8.654,2.334
1998-11-28,9.315,6.228
1998-11-29,11.352,7.737
1998-11-30,7.432,9.987
1998-12-01,7.618,10.106
1998-12-02,4.339,4.459
1998-12-03,6.025,6.006
1998-12-04,7.707,5.501
1998-12-05,2.823,6.333
1998-12-06,2.251,5.068
1998-12-07,4.842,7.618
1998-12-08,13.613,7.464
1998-12-09,12.064,5.954
1998-12-10,9.961,5.519
1998-12-11,6.607,5.069
1998-12-12,9.811,6.646
1998-12-13,12.769,3.485
1998-12-14,15.097,5.388
1998-12-15,16.31,6.101
1998-12-16,13.584,3.774
1998-12-17,15.167,3.891
1998-12-18,15.844,4.976
1998-12-19,13.573,5.872
1998-12-20,14.462,0.0
1998-12-21,13.796,3.463
1998-12-22,15.535,0.0
1998-12-23,16.249,0.521
1998-12-24,19.088,5.727
1998-12-25,22.974,17.756
1998-12-26,18.561,12.587
1998-12-27,12.477,15.593
1998-12-28,8.483,7.681
1998-12-29,8.29,8.49
1998-12-30,10.082,5.793
1998-12-31,2.677,4.95
1999-01-01,2.273,5.007
1999-01-02,5.091,2.136
1999-01-03,7.595,4.013
1999-01-04,8.022,1.252
1999-01-05,11.178,8.63
1999-01-06,14.994,3.937
1999-01-07,12.483,2.647
1999-01-08,11.113,7.202
1999-01-09,11.333,0.351
1999-01-10,9.759,3.673
1999-01-11,9.021,4.808
1999-01-12,8.426,3.212
1999-01-13,8.018,0.0
1999-01-14,6.578,0.0
1999-01-15,8.289,2.511
1999-01-16,6.928,5.827
1999-01-17,6.244,2.934
1999-01-18,8.514,7.31
1999-01-19,9.17,7.04
1999-01-20,9.916,3.114
1999-01-21,9.301,5.909
1999-01-22,9.796,0.0
1999-01-23,10.758,0.3
1999-01-24,10.375,1.39
1999-01-25,11.355,0.676
1999-01-26,10.153,1.99
1999-01-27,9.013,6.682
1999-01-28,7.142,2.316
1999-01-29,9.514,4.036
1999-01-30,13.772,4.561
1999-01-31,14.56,3.495
1999-02-01,16.335,1.639
1999-02-02,17.989,10.095
1999-02-03,12.443,8.377
1999-02-04,13.439,4.724
1999-02-05,14.744,3.583
1999-02-06,9.042,7.091
1999-02-07,11.469,3.247
1999-02-08,12.232,1.632
1999-02-09,13.495,0.918
1999-02-10,10.221,4.692
1999-02-11,9.195,2.713
1999-02-12,8.408,0.0
1999-02-13,8.583,0.0
1999-02-14,6.703,7.943
1999-02-15,5.552,0.0
1999-02-16,10.218,0.0
1999-02-17,8.425,5.641
1999-02-18,11.532,4.034
1999-02-19,12.037,6.72
1999-02-20,9.576,5.053
1999-02-21,9.564,2.826
1999-02-22,12.666,3.368
1999-02-23,11.134,2.846
1999-02-24,10.995,3.906
1999-02-25,13.938,0.0
1999-02-26,12.777,1.082
1999-02-27,13.166,4.567
1999-02-28,11.202,10.336
1999-03-01,8.98,2.12
1999-03-02,7.475,1.53
1999-03-03,8.889,4.354
1999-03-04,7.021,6.676
1999-03-05,5.91,0.296
1999-03-06,14.997,6.044
1999-03-07,14.412,3.177
1999-03-08,15.257,4.842
1999-03-09,13.875,0.0
1999-03-10,14.616,0.0
1999-03-11,16.755,0.787
1999-03-12,15.297,0.373
1999-03-13,13.407,0.072
1999-03-14,12.181,3.235
1999-03-15,11.354,3.55
1999-03-16,11.104,3.878
1999-03-17,9.893,3.92
1999-03-18,7.373,2.949
1999-03-19,9.628,4.375
1999-03-20,14.026,1.178
1999-03-21,15.948,5.122
1999-03-22,16.369,0.0
1999-03-23,17.969,0.0
1999-03-24,19.257,11.891
1999-03-25,19.199,7.941
1999-03-26,16.721,5.964
1999-03-27,12.919,3.816
1999-03-28,16.469,5.296
1999-03-29,20.309,3.255
1999-03-30,13.393,2.31
1999-03-31,10.803,0.333
1999-04-01,12.378,0.0
1999-04-02,13.959,0.0
1999-04-03,17.154,0.572
1999-04-04,19.043,1.984
1999-04-05,18.039,0.0
1999-04-06,21.183,2.767
1999-04-07,15.288,2.162
1999-04-08,19.26,1.261
1999-04-09,20.077,1.75
1999-04-10,18.738,2.653
1999-04-11,16.082,0.654
1999-04-12,16.469,0.0
1999-04-13,17.476,0.0
1999-04-14,16.783,0.0
1999-04-15,15.935,0.0
1999-04-16,10.544,0.0
1999-04-17,14.611,1.094
1999-04-18,15.351,2.425
1999-04-19,15.665,2.472
1999-04-20,10.377,1.802
1999-04-21,15.684,19.072
1999-04-22,18.181,8.008
1999-04-23,13.676,7.486
1999-04-24,16.604,6.392
1999-04-25,19.459,4.47
1999-04-26,19.841,2.389
1999-04-27,15.552,2.295
1999-04-28,20.229,5.154
1999-04-29,18.363,3.101
1999-04-30,18.753,4.937
1999-05-01,14.341,5.093
1999-05-02,16.085,1.405
1999-05-03,13.184,0.0
1999-05-04,17.584,6.418
1999-05-05,17.725,3.463
1999-05-06,20.93,4.369
1999-05-07,21.9,0.0
1999-05-08,24.668,0.0
1999-05-09,24.498,0.0
1999-05-10,22.993,0.0
1999-05-11,23.712,0.0
1999-05-12,23.694,0.0
1999-05-13,23.137,0.0
1999-05-14,26.973,0.0
1999-05-15,26.199,0.0
1999-05-16,24.356,1.81
1999-05-17,25.701,0.0
1999-05-18,19.524,4.404
1999-05-19,19.24,0.0
1999-05-20,21.048,2.54
1999-05-21,20.283,0.0
1999-05-22,24.956,0.0
1999-05-23,23.383,0.0
1999-05-24,24.924,0.0
1999-05-25,25.986,10.16
1999-05-26,25.544,5.643
1999-05-27,27.668,2.516
1999-05-28,29.749,4.044
1999-05-29,33.787,0.0
1999-05-30,33.129,0.0
1999-05-31,30.817,0.0
1999-06-01,34.482,1.128
1999-06-02,32.773,0.0
1999-06-03,29.75,0.0
1999-06-04,30.173,0.0
1999-06-05,28.197,0.0
1999-06-06,25.665,0.0
1999-06-07,24.359,2.878
1999-06-08,24.745,2.379
1999-06-09,26.377,3.23
1999-06-10,28.284,0.0
1999-06-11,26.127,0.0
1999-06-12,26.761,0.0
1999-06-13,28.887,0.0
1999-06-14,25.32,0.0
1999-06-15,28.378,7.06
1999-06-16,26.605,0.0
1999-06-17,27.3,1.989
1999-06-18,24.784,5.185
1999-06-19,20.805,1.386
1999-06-20,22.993,0.0
1999-06-21,22.586,0.0
1999-06-22,24.342,0.0
1999-06-23,23.531,4.174
1999-06-24,31.23,0.0
1999-06-25,28.519,1.706
1999-06-26,27.733,0.0
1999-06-27,29.339,0.0
1999-06-28,27.034,0.0
1999-06-29,27.516,0.0
1999-06-30,28.249,1.027
1999-07-01,27.67,11.082
1999-07-02,26.927,5.232
1999-07-03,28.156,0.0
1999-07-04,26.118,0.0
1999-07-05,21.356,0.0
1999-07-06,25.781,0.0
1999-07-07,24.07,0.0
1999-07-08,33.685,0.0
1999-07-09,29.869,0.0
1999-07-10,30.584,0.0
1999-07-11,27.634,0.0
1999-07-12,29.516,0.0
1999-07-13,25.758,4.039
1999-07-14,31.939,0.584
1999-07-15,35.627,0.0
1999-07-16,33.2,0.0
1999-07-17,37.141,2.442
1999-07-18,42.722,0.273
1999-07-19,42.784,1.53
1999-07-20,38.202,0.0
1999-07-21,35.499,0.561
1999-07-22,31.13,0.0
1999-07-23,32.816,1.342
1999-07-24,28.405,0.0
1999-07-25,26.425,0.0
1999-07-26,26.148,0.0
1999-07-27,23.832,0.0
1999-07-28,24.429,2.864
1999-07-29,25.271,0.097
1999-07-30,27.879,0.479
1999-07-31,30.228,0.0
1999-08-01,28.632,2.402
1999-08-02,29.521,2.128
1999-08-03,25.672,0.705
1999-08-04,27.768,2.164
1999-08-05,24.994,0.0
1999-08-06,27.23,0.0
1999-08-07,26.963,0.0
1999-08-08,26.071,0.0
1999-08-09,26.114,0.0
1999-08-10,25.283,0.0
1999-08-11,26.23,1.419
1999-08-12,30.922,3.477
1999-08-13,29.825,0.0
1999-08-14,25.545,0.0
1999-08-15,25.94,0.0
1999-08-16,27.096,0.812
1999-08-17,26.505,3.814
1999-08-18,23.024,2.879
1999-08-19,20.184,2.385
1999-08-20,21.716,1.711
1999-08-21,18.71,0.568
1999-08-22,19.834,0.937
1999-08-23,22.375,0.112
1999-08-24,22.861,0.0
1999-08-25,21.626,0.0
1999-08-26,24.889,0.0
1999-08-27,26.398,0.0
1999-08-28,26.953,0.0
1999-08-29,25.107,0.0
1999-08-30,18.421,5.384
1999-08-31,20.848,0.0
1999-09-01,20.531,0.0
1999-09-02,22.045,0.0
1999-09-03,19.821,0.903
1999-09-04,24.337,0.834
1999-09-05,25.62,3.146
1999-09-06,21.737,6.583
1999-09-07,23.55,0.0
1999-09-08,21.641,1.337
1999-09-09,21.27,6.597
1999-09-10,21.422,2.983
1999-09-11,24.225,5.701
1999-09-12,22.852,0.427
1999-09-13,23.418,0.0
1999-09-14,23.962,0.0
1999-09-15,25.164,2.358
1999-09-16,26.364,0.0
1999-09-17,27.064,0.0
1999-09-18,26.947,3.375
1999-09-19,20.411,4.351
1999-09-20,21.767,0.0
1999-09-21,21.101,2.869
1999-09-22,20.778,1.566
1999-09-23,18.407,5.732
1999-09-24,18.656,1.236
1999-09-25,18.888,3.457
1999-09-26,24.589,0.213
1999-09-27,22.632,0.355
1999-09-28,22.957,2.03
1999-09-29,22.17,1.498
1999-09-30,20.01,4.736
1999-10-01,21.885,2.754
1999-10-02,18.49,2.079
1999-10-03,15.674,0.0
1999-10-04,17.187,0.0
1999-10-05,14.851,0.0
1999-10-06,16.912,0.0
1999-10-07,21.891,0.0
1999-10-08,21.372,0.48
1999-10-09,21.313,9.369
1999-10-10,21.673,10.655
1999-10-11,20.729,6.858
1999-10-12,16.431,0.0
1999-10-13,12.03,3.306
1999-10-14,16.738,6.424
1999-10-15,20.321,4.076
1999-10-16,20.531,6.705
1999-10-17,21.801,1.237
1999-10-18,17.733,2.851
1999-10-19,19.776,2.86
1999-10-20,20.073,0.561
1999-10-21,16.724,3.868
1999-10-22,14.218,3.349
1999-10-23,14.473,3.835
1999-10-24,13.719,5.854
1999-10-25,9.666,12.164
1999-10-26,10.127,5.176
1999-10-27,9.088,5.949
1999-10-28,10.158,0.449
1999-10-29,15.06,0.0
1999-10-30,17.812,1.271
1999-10-31,15.708,6.484
1999-11-01,13.097,3.713
1999-11-02,15.396,0.0
1999-11-03,18.381,2.012
1999-11-04,16.61,3.329
1999-11-05,16.527,3.685
1999-11-06,14.024,0.0
1999-11-07,7.2,0.0
1999-11-08,9.261,0.0
1999-11-09,12.609,3.506
1999-11-10,19.076,1.078
1999-11-11,26.913,0.0
1999-11-12,21.17,1.961
1999-11-13,20.611,3.127
1999-11-14,16.965,3.703
1999-11-15,21.088,2.662
1999-11-16,18.313,2.614
1999-11-17,13.394,1.525
1999-11-18,10.739,5.378
1999-11-19,14.407,3.361
1999-11-20,15.3,0.03
1999-11-21,15.679,9.25
1999-11-22,14.405,5.531
1999-11-23,14.69,2.627
1999-11-24,11.928,3.806
1999-11-25,5.304,6.272
1999-11-26,4.85,3.177
1999-11-27,1.1,1.715
1999-11-28,-0.223,0.0
1999-11-29,-0.179,4.735
1999-11-30,3.366,0.0
1999-12-01,6.571,3.25
1999-12-02,8.381,2.939
1999-12-03,10.098,4.028
1999-12-04,4.02,7.458
1999-12-05,7.14,4.85
1999-12-06,7.759,3.08
1999-12-07,8.488,3.907
1999-12-08,9.883,0.516
1999-12-09,8.901,4.676
1999-12-10,8.871,4.18
1999-12-11,8.142,5.103
1999-12-12,8.544,4.714
1999-12-13,5.592,0.565
1999-12-14,10.314,0.0
1999-12-15,8.773,3.804
1999-12-16,10.258,1.529
1999-12-17,12.745,2.676
1999-12-18,11.982,1.282
1999-12-19,8.729,5.006
1999-12-20,9.403,6.25
1999-12-21,9.052,6.448
1999-12-22,5.417,0.0
1999-12-23,6.976,2.635
1999-12-24,2.363,5.469
1999-12-25,7.484,5.786
1999-12-26,5.859,7.01
1999-12-27,6.236,4.498
1999-12-28,7.909,1.293
1999-12-29,6.803,4.242
1999-12-30,6.797,5.778
1999-12-31,7.17,0.196
2000-01-01,6.463,1.354
2000-01-02,8.72,2.592
2000-01-03,7.775,13.05
2000-01-04,6.949,5.299
2000-01-05,8.85,3.238
2000-01-06,9.484,3.061
2000-01-07,8.506,3.465
2000-01-08,4.168,2.171
2000-01-09,6.013,8.64
2000-01-10,8.858,1.367
2000-01-11,8.414,0.491
2000-01-12,8.468,0.0
2000-01-13,6.191,0.96
2000-01-14,7.01,2.443
2000-01-15,6.343,7.711
2000-01-16,8.388,8.652
2000-01-17,9.066,8.443
2000-01-18,13.659,7.338
2000-01-19,8.177,6.482
2000-01-20,8.554,0.787
2000-01-21,11.427,4.247
2000-01-22,8.417,5.253
2000-01-23,10.71,5.232
2000-01-24,9.88,4.527
2000-01-25,7.907,2.061
2000-01-26,8.318,1.82
2000-01-27,9.232,4.809
2000-01-28,7.938,0.0
2000-01-29,6.2,1.515
2000-01-30,3.828,3.304
2000-01-31,5.426,3.238
2000-02-01,9.154,3.187
2000-02-02,9.148,4.572
2000-02-03,6.876,5.129
2000-02-04,8.436,6.268
2000-02-05,4.584,8.029
2000-02-06,4.417,8.148
2000-02-07,2.822,8.816
2000-02-08,3.572,6.448
2000-02-09,2.012,5.964
2000-02-10,7.719,4.439
2000-02-11,6.28,0.0
2000-02-12,12.708,2.63
2000-02-13,9.29,4.641
2000-02-14,8.182,2.458
2000-02-15,9.194,2.159
2000-02-16,7.258,2.162
2000-02-17,6.409,3.091
2000-02-18,7.661,8.081
2000-02-19,8.022,4.736
2000-02-20,10.485,0.346
2000-02-21,10.453,2.39
2000-02-22,16.854,0.096
2000-02-23,12.015,5.245
2000-02-24,14.013,4.835
2000-02-25,8.97,3.983
2000-02-26,7.749,3.792
2000-02-27,6.941,6.923
2000-02-28,3.498,0.0
2000-02-29,8.764,4.04
2000-03-01,13.623,2.215
2000-03-02,11.074,1.856
2000-03-03,10.104,0.0
2000-03-04,11.751,0.0
2000-03-05,12.752,0.0
2000-03-06,18.581,3.878
2000-03-07,19.392,2.094
2000-03-08,17.121,0.0
2000-03-09,18.559,0.596
2000-03-10,17.215,1.084
2000-03-11,15.006,3.619
2000-03-12,10.426,1.368
2000-03-13,13.049,0.467
2000-03-14,13.644,0.0
2000-03-15,12.46,2.474
2000-03-16,13.681,0.0
2000-03-17,13.042,0.227
2000-03-18,12.472,4.697
2000-03-19,8.731,5.929
2000-03-20,11.158,4.884
2000-03-21,12.424,8.973
2000-03-22,13.741,6.474
2000-03-23,13.001,0.78
2000-03-24,15.524,3.176
2000-03-25,15.339,1.44
2000-03-26,16.319,0.0
2000-03-27,12.387,0.0
2000-03-28,15.149,0.0
2000-03-29,12.951,0.0
2000-03-30,14.687,0.0
2000-03-31,15.457,0.012
2000-04-01,12.365,0.0
2000-04-02,11.297,0.0
2000-04-03,12.871,0.0
2000-04-04,14.142,0.0
2000-04-05,17.812,1.41
2000-04-06,17.419,10.174
2000-04-07,17.887,10.608
2000-04-08,19.289,8.022
2000-04-09,24.204,0.0
2000-04-10,23.257,0.0
2000-04-11,21.552,5.331
2000-04-12,21.275,2.51
2000-04-13,23.097,5.833
2000-04-14,19.501,2.576
2000-04-15,18.425,0.457
2000-04-16,20.112,2.208
2000-04-17,19.67,0.0
2000-04-18,16.324,0.0
2000-04-19,18.025,4.854
2000-04-20,18.868,4.127
2000-04-21,21.104,5.316
2000-04-22,21.155,0.757
2000-04-23,21.16,0.0
2000-04-24,21.281,0.0
2000-04-25,25.57,0.419
2000-04-26,23.924,0.0
2000-04-27,28.985,0.0
2000-04-28,26.726,0.0
2000-04-29,23.793,0.0
2000-04-30,23.468,0.0
2000-05-01,24.66,0.0
2000-05-02,22.826,1.619
2000-05-03,23.86,0.0
2000-05-04,23.124,2.5
2000-05-05,22.38,1.549
2000-05-06,23.827,0.0
2000-05-07,23.105,3.066
2000-05-08,19.131,4.202
2000-05-09,19.519,0.0
2000-05-10,17.26,0.0
2000-05-11,15.294,0.0
2000-05-12,21.194,0.438
2000-05-13,24.251,3.374
2000-05-14,26.89,0.0
2000-05-15,26.405,0.0
2000-05-16,27.144,0.0
2000-05-17,29.49,0.0
2000-05-18,28.813,0.0
2000-05-19,18.791,0.0
2000-05-20,18.706,0.0
2000-05-21,17.015,0.0
2000-05-22,19.857,0.0
2000-05-23,19.52,0.0
2000-05-24,23.035,0.0
2000-05-25,23.64,1.789
2000-05-26,22.829,0.74
2000-05-27,20.925,0.0
2000-05-28,20.538,0.0
2000-05-29,22.695,0.0
2000-05-30,22.433,0.0
2000-05-31,25.203,0.0
2000-06-01,25.463,0.0
2000-06-02,30.949,0.0
2000-06-03,27.616,2.368
2000-06-04,28.396,0.0
2000-06-05,29.856,1.464
2000-06-06,27.844,2.42
2000-06-07,29.252,0.0
2000-06-08,31.22,1.949
2000-06-09,28.426,2.213
2000-06-10,24.976,1.364
2000-06-11,23.251,3.66
2000-06-12,23.601,0.0
2000-06-13,26.213,0.0
2000-06-14,25.228,0.0
2000-06-15,25.679,0.0
2000-06-16,25.914,3.155
2000-06-17,26.246,0.0
2000-06-18,28.341,0.0
2000-06-19,27.984,3.394
2000-06-20,28.163,2.79
2000-06-21,25.651,10.396
2000-06-22,23.351,0.0
2000-06-23,24.02,0.0
2000-06-24,26.25,0.0
2000-06-25,22.944,0.0
2000-06-26,19.584,0.0
2000-06-27,18.321,0.0
2000-06-28,19.596,2.118
2000-06-29,22.001,2.141
2000-06-30,22.583,0.923
2000-07-01,25.311,0.635
2000-07-02,27.9,0.0
2000-07-03,29.026,0.0
2000-07-04,26.558,1.54
2000-07-05,27.785,0.0
2000-07-06,26.965,2.519
2000-07-07,28.392,0.0
2000-07-08,29.714,0.0
2000-07-09,30.364,0.0
2000-07-10,28.789,0.01
2000-07-11,29.38,0.0
2000-07-12,30.443,0.373
2000-07-13,31.328,0.0
2000-07-14,30.319,0.0
2000-07-15,30.319,0.0
2000-07-16,30.299,0.0
2000-07-17,27.967,0.0
2000-07-18,25.708,0.0
2000-07-19,25.717,0.0
2000-07-20,25.224,0.0
2000-07-21,22.658,0.0
2000-07-22,25.923,0.0
2000-07-23,26.199,0.0
2000-07-24,26.12,0.0
2000-07-25,26.261,0.0
2000-07-26,26.785,0.423
2000-07-27,31.19,0.878
2000-07-28,26.792,0.0
2000-07-29,28.983,0.0
2000-07-30,27.276,0.0
2000-07-31,27.988,0.0
2000-08-01,33.049,0.0
2000-08-02,29.839,1.69
2000-08-03,34.231,0.0
2000-08-04,31.392,0.0
2000-08-05,28.99,0.0
2000-08-06,23.897,2.809
2000-08-07,24.75,2.367
2000-08-08,26.316,4.814
2000-08-09,22.958,1.406
2000-08-10,25.371,0.175
2000-08-11,27.772,0.0
2000-08-12,26.858,0.0
2000-08-13,27.195,0.733
2000-08-14,29.51,0.0
2000-08-15,29.229,0.0
2000-08-16,25.188,0.0
2000-08-17,23.538,2.624
2000-08-18,22.01,4.456
2000-08-19,23.488,1.667
2000-08-20,21.554,0.086
2000-08-21,21.82,0.0
2000-08-22,22.671,0.747
2000-08-23,21.155,0.697
2000-08-24,20.088,2.732
2000-08-25,19.769,2.398
2000-08-26,25.316,2.358
2000-08-27,24.945,4.164
2000-08-28,23.401,3.289
2000-08-29,21.766,1.842
2000-08-30,24.449,0.0
2000-08-31,23.411,0.299
2000-09-01,23.197,0.0
2000-09-02,25.566,0.0
2000-09-03,23.368,0.0
2000-09-04,24.736,2.512
2000-09-05,23.216,0.0
2000-09-06,23.509,0.0
2000-09-07,20.673,0.0
2000-09-08,20.758,0.0
2000-09-09,19.295,0.328
2000-09-10,17.925,1.622
2000-09-11,15.317,0.841
2000-09-12,15.976,1.389
2000-09-13,17.953,1.707
2000-09-14,21.319,0.0
2000-09-15,19.733,3.102
2000-09-16,17.501,9.139
2000-09-17,21.686,3.867
2000-09-18,22.311,1.685
2000-09-19,19.294,2.359
2000-09-20,20.824,0.0
2000-09-21,20.126,1.067
2000-09-22,24.195,0.0
2000-09-23,21.255,1.161
2000-09-24,15.902,0.0
2000-09-25,17.081,2.872
2000-09-26,15.83,1.992
2000-09-27,16.168,0.0
2000-09-28,19.774,1.866
2000-09-29,21.49,0.0
2000-09-30,19.592,6.414
2000-10-01,15.744,3.532
2000-10-02,18.813,5.563
2000-10-03,19.688,3.917
2000-10-04,21.515,4.365
2000-10-05,19.395,8.549
2000-10-06,17.575,8.337
2000-10-07,14.243,3.108
2000-10-08,15.525,2.97
